ASSESSMENT_START_TIME;FINDING_UNIQUE_ID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_DETAILS;RESOURCE_TAGS;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_RECOMMENDATION_CODE_NATIVEIAC;REMEDIATION_RECOMMENDATION_CODE_TERRAFORM;REMEDIATION_RECOMMENDATION_CODE_CLI;REMEDIATION_RECOMMENDATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROFILE;ACCOUNT_ID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ARN;ACCOUNT_ORG;ACCOUNT_TAGS;REGION;RESOURCE_ID;RESOURCE_ARN
2025-05-07T08:50:49.573690;prowler-aws-athena_workgroup_enforce_configuration-958933162077-eu-west-2-primary;aws;athena_workgroup_enforce_configuration;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;Software and Configuration Checks;FAIL;Athena WorkGroup primary does not enforce the workgroup configuration, so it can be overridden by the client-side settings.;athena;;medium;WorkGroup;;;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;If workgroup configuration is not enforced security settings like encryption can be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;https://docs.bridgecrew.io/docs/bc_aws_general_33#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_general_33#terraform;aws athena update-work-group --region <REGION> --work-group <workgroup_name> --configuration-updates EnforceWorkGroupConfiguration=True;;;;;;;;958933162077;;;;;;eu-west-2;primary;arn:aws:athena:eu-west-2:958933162077:workgroup/primary
2025-05-07T08:50:49.573690;prowler-aws-athena_workgroup_enforce_configuration-958933162077-eu-west-3-primary;aws;athena_workgroup_enforce_configuration;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;Software and Configuration Checks;FAIL;Athena WorkGroup primary does not enforce the workgroup configuration, so it can be overridden by the client-side settings.;athena;;medium;WorkGroup;;;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;If workgroup configuration is not enforced security settings like encryption can be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;https://docs.bridgecrew.io/docs/bc_aws_general_33#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_general_33#terraform;aws athena update-work-group --region <REGION> --work-group <workgroup_name> --configuration-updates EnforceWorkGroupConfiguration=True;;;;;;;;958933162077;;;;;;eu-west-3;primary;arn:aws:athena:eu-west-3:958933162077:workgroup/primary
2025-05-07T08:50:49.573690;prowler-aws-athena_workgroup_enforce_configuration-958933162077-sa-east-1-primary;aws;athena_workgroup_enforce_configuration;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;Software and Configuration Checks;FAIL;Athena WorkGroup primary does not enforce the workgroup configuration, so it can be overridden by the client-side settings.;athena;;medium;WorkGroup;;;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;If workgroup configuration is not enforced security settings like encryption can be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;https://docs.bridgecrew.io/docs/bc_aws_general_33#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_general_33#terraform;aws athena update-work-group --region <REGION> --work-group <workgroup_name> --configuration-updates EnforceWorkGroupConfiguration=True;;;;;;;;958933162077;;;;;;sa-east-1;primary;arn:aws:athena:sa-east-1:958933162077:workgroup/primary
2025-05-07T08:50:49.573690;prowler-aws-athena_workgroup_enforce_configuration-958933162077-us-east-1-primary;aws;athena_workgroup_enforce_configuration;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;Software and Configuration Checks;FAIL;Athena WorkGroup primary does not enforce the workgroup configuration, so it can be overridden by the client-side settings.;athena;;medium;WorkGroup;;;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;If workgroup configuration is not enforced security settings like encryption can be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;https://docs.bridgecrew.io/docs/bc_aws_general_33#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_general_33#terraform;aws athena update-work-group --region <REGION> --work-group <workgroup_name> --configuration-updates EnforceWorkGroupConfiguration=True;;;;;;;;958933162077;;;;;;us-east-1;primary;arn:aws:athena:us-east-1:958933162077:workgroup/primary
2025-05-07T08:50:49.573690;prowler-aws-athena_workgroup_enforce_configuration-958933162077-us-east-2-primary;aws;athena_workgroup_enforce_configuration;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;Software and Configuration Checks;FAIL;Athena WorkGroup primary does not enforce the workgroup configuration, so it can be overridden by the client-side settings.;athena;;medium;WorkGroup;;;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;If workgroup configuration is not enforced security settings like encryption can be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;https://docs.bridgecrew.io/docs/bc_aws_general_33#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_general_33#terraform;aws athena update-work-group --region <REGION> --work-group <workgroup_name> --configuration-updates EnforceWorkGroupConfiguration=True;;;;;;;;958933162077;;;;;;us-east-2;primary;arn:aws:athena:us-east-2:958933162077:workgroup/primary
2025-05-07T08:50:49.573690;prowler-aws-athena_workgroup_enforce_configuration-958933162077-us-west-1-primary;aws;athena_workgroup_enforce_configuration;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;Software and Configuration Checks;FAIL;Athena WorkGroup primary does not enforce the workgroup configuration, so it can be overridden by the client-side settings.;athena;;medium;WorkGroup;;;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;If workgroup configuration is not enforced security settings like encryption can be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;https://docs.bridgecrew.io/docs/bc_aws_general_33#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_general_33#terraform;aws athena update-work-group --region <REGION> --work-group <workgroup_name> --configuration-updates EnforceWorkGroupConfiguration=True;;;;;;;;958933162077;;;;;;us-west-1;primary;arn:aws:athena:us-west-1:958933162077:workgroup/primary
2025-05-07T08:50:49.573690;prowler-aws-athena_workgroup_enforce_configuration-958933162077-us-west-2-primary;aws;athena_workgroup_enforce_configuration;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;Software and Configuration Checks;FAIL;Athena WorkGroup primary does not enforce the workgroup configuration, so it can be overridden by the client-side settings.;athena;;medium;WorkGroup;;;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;If workgroup configuration is not enforced security settings like encryption can be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;Ensure that workgroup configuration is enforced so it cannot be overriden by client-side settings.;https://docs.aws.amazon.com/athena/latest/ug/workgroups-settings-override.html;https://docs.bridgecrew.io/docs/bc_aws_general_33#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_general_33#terraform;aws athena update-work-group --region <REGION> --work-group <workgroup_name> --configuration-updates EnforceWorkGroupConfiguration=True;;;;;;;;958933162077;;;;;;us-west-2;primary;arn:aws:athena:us-west-2:958933162077:workgroup/primary
2025-05-07T08:50:49.573690;prowler-aws-awslambda_function_invoke_api_operations_cloudtrail_logging_enabled-958933162077-us-east-1-func_ssh;aws;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;;PASS;Lambda function func_ssh is recorded by CloudTrail trail management-org-trail.;lambda;;low;AwsLambdaFunction;;;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;"If logs are not enabled; monitoring of service use and threat analysis is not possible.";https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;Make sure you are logging information about Lambda operations. Create a lifecycle and use cases for each trail.;https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;;;;;AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP01 | AWS-Well-Architected-Framework-Reliability-Pillar: REL06-BP01;forensics-ready;;;;;958933162077;;;;;;us-east-1;func_ssh;arn:aws:lambda:us-east-1:958933162077:function:func_ssh
2025-05-07T08:50:49.573690;prowler-aws-awslambda_function_no_secrets_in_code-958933162077-us-east-1-func_ssh;aws;awslambda_function_no_secrets_in_code;Find secrets in Lambda functions code.;;PASS;No secrets found in Lambda function func_ssh code.;lambda;;critical;AwsLambdaFunction;;;Find secrets in Lambda functions code.;"The use of a hard-coded password increases the possibility of password guessing.  If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.";https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables.;https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;;;;;MITRE-ATTACK: T1552 | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03;secrets;;;;;958933162077;;;;;;us-east-1;func_ssh;arn:aws:lambda:us-east-1:958933162077:function:func_ssh
2025-05-07T08:50:49.573690;prowler-aws-awslambda_function_no_secrets_in_variables-958933162077-us-east-1-func_ssh;aws;awslambda_function_no_secrets_in_variables;Find secrets in Lambda functions variables.;;FAIL;Potential secret found in Lambda function func_ssh variables -> Private Key in variable SSH_KEY.;lambda;;critical;AwsLambdaFunction;;;Find secrets in Lambda functions variables.;"The use of a hard-coded password increases the possibility of password guessing. If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.";https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables.;https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#terraform;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cli-command;;MITRE-ATTACK: T1552 | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03;secrets;;;;;958933162077;;;;;;us-east-1;func_ssh;arn:aws:lambda:us-east-1:958933162077:function:func_ssh
2025-05-07T08:50:49.573690;prowler-aws-awslambda_function_not_publicly_accessible-958933162077-us-east-1-func_ssh;aws;awslambda_function_not_publicly_accessible;Check if Lambda functions have resource-based policy set as Public.;;PASS;Lambda function func_ssh has a policy resource-based policy not public.;lambda;;critical;AwsLambdaFunction;;;Check if Lambda functions have resource-based policy set as Public.;Publicly accessible services could expose sensitive data to bad actors.;https://docs.aws.amazon.com/lambda/latest/dg/access-control-resource-based.html;Grant usage permission on a per-resource basis and applying least privilege principle.;https://docs.aws.amazon.com/lambda/latest/dg/access-control-resource-based.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;;CISA: your-systems-3, your-data-2 | MITRE-ATTACK: T1190 | HIPAA: 164_308_a_1_ii_b, 164_308_a_3_i, 164_312_a_1, 164_312_e_1 | GxP-21-CFR-Part-11: 11.10-d, 11.10-g | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP07, SEC03-BP08, SEC05-BP01, SEC06-BP02 | NIST-800-171-Revision-2: 3_1_1, 3_1_2, 3_1_3, 3_1_14, 3_13_1, 3_13_2, 3_13_5 | NIST-800-53-Revision-4: ac_4, sc_7_3, sc_7 | NIST-800-53-Revision-5: ac_2_6, ac_3, ac_3_7, ac_4_21, ac_6, ac_17_b, ac_17_1, ac_17_4_a, ac_17_9, ac_17_10, mp_2, sc_7_2, sc_7_3, sc_7_9_a, sc_7_11, sc_7_12, sc_7_16, sc_7_20, sc_7_21, sc_7_24_b, sc_7_a, sc_7_b, sc_7_c, sc_25 | ENS-RD2022: op.acc.4.aws.iam.1 | NIST-CSF-1.1: ac_3, ac_5, pt_4 | RBI-Cyber-Security-Framework: annex_i_1_3 | FFIEC: d3-pc-im-b-1 | PCI-3.2.1: lambda | FedRamp-Moderate-Revision-4: ac-3, ac-4, ac-6, ac-17-1, cm-2, sc-7-3, sc-7 | FedRAMP-Low-Revision-4: ac-3, ac-17, cm-2, sc-7;internet-exposed;;;;;958933162077;;;;;;us-east-1;func_ssh;arn:aws:lambda:us-east-1:958933162077:function:func_ssh
2025-05-07T08:50:49.573690;prowler-aws-awslambda_function_using_supported_runtimes-958933162077-us-east-1-func_ssh;aws;awslambda_function_using_supported_runtimes;Find obsolete Lambda runtimes.;;PASS;Lambda function func_ssh is using nodejs22.x which is supported.;lambda;;medium;AwsLambdaFunction;;;Find obsolete Lambda runtimes.;"If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.";https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html;Test new runtimes as they are made available. Implement them in production as soon as possible.;https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html;;;aws lambda update-function-configuration --region AWS-REGION --function-name FUNCTION-NAME --runtime 'RUNTIME';;AWS-Foundational-Security-Best-Practices: lambda;;;;;;958933162077;;;;;;us-east-1;func_ssh;arn:aws:lambda:us-east-1:958933162077:function:func_ssh
2025-05-07T08:50:49.573690;prowler-aws-backup_vaults_exist-958933162077-us-east-1-958933162077;aws;backup_vaults_exist;Ensure AWS Backup vaults exist;Recover,Resilience,Backup;FAIL;No Backup Vault exist.;backup;;low;AwsBackupBackupVault;;;This check ensures that AWS Backup vaults exist to provide a secure and durable storage location for backup data.;Without an AWS Backup vault, an organization's critical data may be at risk of being lost in the event of an accidental deletion, system failures, or natural disasters.;https://docs.aws.amazon.com/aws-backup/latest/devguide/vaults.html;Use AWS Backup to create backup vaults for your critical data and services.;https://docs.aws.amazon.com/aws-backup/latest/devguide/vaults.html;;;aws backup create-backup-vault --backup-vault-name <backup_vault_name>;;ENS-RD2022: mp.info.6.aws.bcku.1;;;;;;958933162077;;;;;;us-east-1;958933162077;arn:aws:iam::958933162077:root
2025-05-07T08:50:49.573690;prowler-aws-cloudformation_stack_outputs_find_secrets-958933162077-eu-west-1-StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af;aws;cloudformation_stack_outputs_find_secrets;Find secrets in CloudFormation outputs;;PASS;No secrets found in Stack StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af Outputs.;cloudformation;;critical;AwsCloudFormationStack;;;Find secrets in CloudFormation outputs;Secrets hardcoded into CloudFormation outputs can be used by malware and bad actors to gain lateral access to other services.;https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-secretsmanager-secret-generatesecretstring.html;Implement automated detective control to scan accounts for passwords and secrets. Use secrets manager service to store and retrieve passwords and secrets.;https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-secretsmanager-secret-generatesecretstring.html;;;https://docs.bridgecrew.io/docs/bc_aws_secrets_2#cli-command;;MITRE-ATTACK: T1552 | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03;secrets;;;Infrastructure Protection;;958933162077;;;;;;eu-west-1;StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af;arn:aws:cloudformation:eu-west-1:958933162077:stack/StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af/d71bb9c0-28dc-11f0-af7c-0a304b6850e9
2025-05-07T08:50:49.573690;prowler-aws-cloudformation_stacks_termination_protection_enabled-958933162077-eu-west-1-StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af;aws;cloudformation_stacks_termination_protection_enabled;Enable termination protection for Cloudformation Stacks;;FAIL;CloudFormation StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af has termination protection disabled.;cloudformation;;medium;AwsCloudFormationStack;;;Enable termination protection for Cloudformation Stacks;"Without termination protection enabled; a critical cloudformation stack can be accidently deleted.";https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/using-cfn-protect-stacks.html;Ensure termination protection is enabled for the cloudformation stacks.;https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/using-cfn-protect-stacks.html;;;aws cloudformation update-termination-protection --region <REGION_NAME> --stack-name <STACK_NAME> --enable-termination-protection;;AWS-Well-Architected-Framework-Reliability-Pillar: REL09-BP03;;;;Infrastructure Protection;;958933162077;;;;;;eu-west-1;StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af;arn:aws:cloudformation:eu-west-1:958933162077:stack/StackSet-Wiz-io-SaaS-Connector-1fb2f063-2c1c-46da-88d1-8c4dc00323af/d71bb9c0-28dc-11f0-af7c-0a304b6850e9
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-ap-northeast-1-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;ap-northeast-1;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-ap-northeast-2-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;ap-northeast-2;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-ap-northeast-3-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;ap-northeast-3;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-ap-south-1-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;ap-south-1;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-ap-southeast-1-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;ap-southeast-1;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-ap-southeast-2-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;ap-southeast-2;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-ca-central-1-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;ca-central-1;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
2025-05-07T08:50:49.573690;prowler-aws-cloudtrail_bucket_requires_mfa_delete-958933162077-eu-central-1-management-org-trail;aws;cloudtrail_bucket_requires_mfa_delete;Ensure the S3 bucket CloudTrail bucket requires MFA delete;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;INFO;Trail management-org-trail bucket (aws-cloudtrail-logs-574514410361-9fd07a2b) is a cross-account bucket in another account out of Prowler's permissions scope, please check it manually.;cloudtrail;;medium;AwsCloudTrailTrail;;;Ensure the S3 bucket CloudTrail bucket requires MFA;If the S3 bucket CloudTrail bucket does not require MFA, it can be deleted by an attacker.;;Configure MFA Delete for the S3 bucket CloudTrail bucket;https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html;;;"aws s3api put-bucket-versioning --bucket DOC-EXAMPLE-BUCKET1 --versioning-configuration Status=Enabled,MFADelete=Enabled --mfa ""SERIAL 123456""";;ENS-RD2022: op.exp.8.r4.aws.ct.3;forensics-ready;;;;;958933162077;;;;;;eu-central-1;management-org-trail;arn:aws:cloudtrail:us-east-1:513560201216:trail/management-org-trail
